state,loc,description,url,refs
Minneapolis–Saint Paul,Background,"Despite the announcement of the charges and the new curfew, riots broke out again on Friday night and continued into early Saturday morning, with much of the action taking place adjacent to the Minneapolis police fifth precinct station near Lake Street and Nicollet Avenue.[38] Law enforcement presence was reportedly ""undetectable"", as violence in Minneapolis quickly grew until just before midnight, when police officers, state troopers, and members of the National Guard began confronting rioters with tear gas and mass force.[38] Officials later said that the 350 police officers at the site of rioting near the Minneapolis fifth precinct station were vastly outnumbered by the crowds.[39]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://www.startribune.com/walz-this-is-about-chaos-as-new-fires-looting-hit-mpls/570882282/	https://www.startribune.com/walz-this-is-about-chaos-as-new-fires-looting-hit-mpls/570882282/	https://minnesota.cbslocal.com/2020/05/30/protesters-defy-minneapolis-curfew-order-several-fires-set-during-4th-night-of-unrest-over-george-floyds-death/
Minneapolis–Saint Paul,Events,"As the events unfolded that night, the Pentagon placed members of the Military Police Corps from Fort Bragg and Fort Drum on stand-by, preparing for possible deployment to the Twin Cities if requested by Walz.[40] Walz later declined the offer and activated all of the state's National Guard, up to 13,200 troops.[41]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://apnews.com/cf9947a3ca9f3225f9645fd330403eae	https://www.nytimes.com/2020/05/30/us/minneapolis-floyd-protests.html#link-4737bd55
Minneapolis–Saint Paul,Government response,A smaller protest group gathered at the Hennepin County Government Center to demand Freeman's resignation over his poor handling of officer-involved shootings in Minneapolis.[65],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://kstp.com/minnesota-news/protesters-call-for-resignation-of-minneapolis-police-union-boss-bob-kroll-june-12-2020/5758778/
Minneapolis–Saint Paul,Arrests,"At dozens of Juneteenth commemorations that were held in the metropolitan area, including in Minneapolis near the former third precinct station and at the location where Floyd died, participants connected police brutality to the historic legacy of slavery in the United States.[66] The Minnesota's Black Lives Matter chapter that rallied at the state capitol building in Saint Paul called on state lawmakers who were meeting in a special legislative session to agree on police reform measures.[67]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://www.startribune.com/juneteenth-brings-celebration-reflection-as-walz-calls-for-state-holiday/571368032/	https://www.usnews.com/news/us/articles/2020-06-19/minnesota-activists-hold-juneteenth-rally-for-reparations
Minneapolis–Saint Paul,Curfews,"In the weeks following the initial protests, federal law enforcement opened investigations of people who instigated looting and arson. By June 17, 2020, federal charges had been filed against 10 people, 9 of whom had ties to the U.S. state of Minnesota, for rioting or arson during the unrest.[5] Among the arrests announced by U.S. Attorney Erica MacDonald's office were two Minnesota residents for their role in the burning of the Minneapolis police third precinct. A 23-year old man from Saint Paul, who was identified on video inside the precinct and later found in possession of police riot gear, was charged with aiding and abetting the looting and arson.[71] Another man, a 22-year old from Brainerd, Minnesota who authorities arrested in the U.S. state of Colorado, was captured on video lighting and throwing Molotov cocktails.[72] Authorities identified many suspects via videos they posted of themselves at protests on social media websites.[5]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://www.startribune.com/basketball-player-tiktok-influencer-latest-to-be-arrested-in-third-police-precinct-blaze/571326742/	https://thehill.com/homenews/state-watch/501750-man-arrested-following-burning-of-minneapolis-police-precinct	https://www.kare11.com/article/news/crime/minneapolis-third-precinct-fire-arson-suspect-arrested-in-colorado/89-f2482aa7-96d1-488a-a197-c8b39f2c1303	https://www.startribune.com/basketball-player-tiktok-influencer-latest-to-be-arrested-in-third-police-precinct-blaze/571326742/
Minneapolis–Saint Paul,Declarations,"Several incidents in Minneapolis between bystanders and law enforcement were captured on video. On May 29 5:11 a.m. CDT, an encounter between CNN reporter Omar Jimenez and a camera crew led to their arrest by Minnesota State Patrol officers as Jimenez reported live on television. After intervention from Walz, the crew was released an hour later.[73][74] Tom Aviles, a photojournalist with WCCO-TV, was shot at with rubber bullets and arrested at 8:45 p.m. CDT, on May 30, on live television. He was later released.[75] A video circulated online showing police officers enforcing curfew ordering residents on their porches to go inside, and after a few demands, firing paint rounds at the residents.[76][77] Video of a parking lot at Lake Street and Nicollet Avenue, captured uniformed officers on May 30 slashing tires of unoccupied vehicles parked near protests, including those of several journalists. A Minnesota Department of Public Safety spokesperson later confirmed that the state patrol slashed tires in ""a few locations"", ""in order to stop behaviors such as vehicles driving dangerously"".[78][79]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://thehill.com/homenews/media/500080-minnesota-governor-deeply-apologizes-to-cnn-president-after-network-crew	https://www.vox.com/2020/5/29/21274377/omar-jimenez-arrest-minneapolis	https://www.youtube.com/watch?v=klLz6ovxT8U	https://minnesota.cbslocal.com/2020/05/30/light-em-up-video-appears-to-show-law-enforcement-shooting-paint-rounds-at-citizens-on-their-porch/	https://www.usatoday.com/story/news/nation/2020/06/02/george-floyd-protest-minneapolis-cops-shoot-paint-people-porch/3123781001/	https://www.snopes.com/fact-check/slashed-tires-protests/	https://www.startribune.com/officers-slashed-tires-on-vehicles-parked-during-mpls-protests-unrest/571105692/
Minneapolis–Saint Paul,Community response,"Walz made several Minnesota statewide declarations during the course of events. He issued a proclamation declaring eight minutes 46 seconds of silence at 11:00 a.m. CDT on June 9, 2020, in memory of George Floyd, which coincided with the beginning of Floyd's funeral in Houston, Texas[80] He also proclaimed June 19 as ""Juneteenth Freedom Day"" and called on the legislature to make it an annual state holiday.[66]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://www.startribune.com/gov-walz-calls-for-8-minutes-46-seconds-of-silence-to-honor-george-floyd/571130902/	https://www.startribune.com/juneteenth-brings-celebration-reflection-as-walz-calls-for-state-holiday/571368032/
Minneapolis–Saint Paul,Clean up,"After protests turned violent, more than 7,000 members of the Minnesota National Guard were activated and deployed to the Twin Cities. Their mission was to support local law enforcement, safeguard the state capitol building, and protect the right of people to protest.[81] The deployment was the largest in the state's history.[44]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://kstp.com/news/how-the-minnesota-national-guard-connected-with-protesters-during-the-george-floyd-demonstrations/5757579/	https://www.news.com.au/world/breaking-news/us-protesters-torch-police-station/news-story/c192f51a394a71a485f81a43a49c4310
Minneapolis–Saint Paul,Food drives,"Each morning, hundreds of residents, some with snow shovels and brooms, went to areas affected by overnight rioting to clean up trash, graffiti, broken glass, and the remnants of damaged buildings. Some residents participating in the clean up told local media they were devastated by the damage, but shared the sense of anger and solidarity over Floyd's death.[82][83]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://www.kare11.com/article/news/local/george-floyd/community-cleans-up-after-minneapolis-riots/89-1af24d5b-6f28-4d6e-970f-99f6c9a64d4b	https://www.aljazeera.com/news/2020/06/minneapolis-volunteers-clean-streets-floyd-protests-200601193014397.html
Minneapolis–Saint Paul,Memorial site,"Residents took action to support the needs of people for food and goods who were affected by the riots. In the areas of heavy rioting, many local stores were closed after being looted and burned, and food pantries were overwhelmed. A small food drive at a middle school in Minneapolis aimed to fill 85 bags of food to help families, but organizers ended up with a line of vehicles stretching 14 city blocks and 20,000 bags of bread, fruit, and other items. A food drive in the Little Earth community resulted in enough packages of food and diapers to serve 1,000 residents and 7,500 people from the nearby neighborhoods. Many organizations, overwhelmed by the volume of donations, had to turn them away.[84]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://www.startribune.com/in-minneapolis-a-quiet-army-of-generosity-gains-strength/570970882/
Minneapolis–Saint Paul,Public art,"A makeshift memorial emerged at the East 38th Street and Chicago Avenue intersection in Minneapolis near where Floyd died. Thousands of visitors protested and grieved at the site, which was described as like a ""shrine"". State and local elected officials that met with community members indicated their support for a more permanent memorial at the intersection.[85] Many visitors left behind flowers by the murals and sculptures created by activists to symbolize the Black Lives Matter movement. The Minneapolis police announced that they would not alter or decommission the memorial site or remove artifacts.[86]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://www.startribune.com/shrine-to-george-floyd-could-be-permanent-at-38th-and-chicago/571211342/	https://kstp.com/news/minneapolis-police-department-says-it-will-not-change-george-floyd-memorial/5759297/
Minneapolis–Saint Paul,Safety patrols,"Vibrant works of arts appeared all over the Twin Cities that sought to honor George Floyd's memory and show community solidarity. Boarded-up buildings were described as canvasses for artists, and so were walls, sidewalks, and public property.[87] A mural of George Floyd on the side of the Cup Foods grocery store became one of the most recognizable images of the global protest movement that was sparked by his death, and a digital rendering of it served as a backdrop to his casket at his funeral in Houston, Texas.[88][89] In a grassy field near the location where Floyd died, artists erected a symbolic cemetery with 100 gravestone markers of African-Americans, including of Floyd, who were killed by police.[90]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://www.minnesotamonthly.com/arts-entertainment/minnesota-artists-george-floyd-public-art-murals/	https://newrepublic.com/article/158176/righteous-power-george-floyd-mural	https://www.cnn.com/style/article/george-floyd-mural-social-justice-art/index.html	https://www.kare11.com/article/news/local/george-floyd/symbolic-cemetery-highlights-blacks-killed-by-police/89-d2821dc6-174c-4d5d-b54e-4a2d7c330997
Minneapolis–Saint Paul,Aftermath,"Residents awoke many mornings during the heaviest rioting to find nearby restaurants, liquor stores, and other businesses had been set on fire. In Minneapolis, the Longfellow, Powderhorn, and Phillips communities were heavily affected by the events. Reports and videos of residents confronting the people causing damage circulated, as did rumors about who might be responsible for the violence. Some residents felt the city and law enforcement had abandoned them, so they carried bats and sticks to protect their homes and businesses. On Saturday, May 30, Minneapolis city counselors hosted community meetings in public parks and helped residents initiate block-by-block plans to monitor disruptive activity.[43] The American Indian community in Minneapolis organized group patrols of 50 to 100 volunteers each night of the larger protests, which was credited with saving more than 20 businesses along the Franklin Avenue corridor. The effort was organized by leaders of the American Indian Movement and a community development organization, as well as a coffee shop owner.[91]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://www.mprnews.org/story/2020/05/30/outsiders-extremists-are-among-those-fomenting-violence-in-twin-cities	https://www.startribune.com/american-indian-patrol-in-minneapolis-credited-with-saving-buildings-during-protests/571187282/
Minneapolis–Saint Paul,COVID-19 pandemic,Civic unrest after Floyd's death came in the middle of the global COVID-19 pandemic caused by the spread of the SARS-CoV-2 respiratory infection. People wearing protective masks became a common sight at protests. Health officials in Minnesota warned that mass protests could exacerbate the spread of the virus in Minnesota and trigger a surge in the outbreak that has a disproportionate impact on minority communities.[92] The state's health department stood up free testing clinics with the help of community organizations and encouraged people who participated in protests to get tested. Preliminary data showed a decline in daily confirmed cases and hospitalizations of COVID-19 in the weeks following the initial protests.[93],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,https://www.startribune.com/protests-could-trigger-virus-surge-in-minnesota-as-deaths-hit-new-high/570844542/	https://www.startribune.com/mass-covid-19-testing-for-protesters-faces-challenges/571116392/
Wyoming,Casper,Approximately 300 protesters marched peacefully through downtown Casper.[1],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Wyoming,https://trib.com/news/local/casper/hundreds-march-through-downtown-casper-in-silence-to-protest-killing-of-george-floyd/article_d5b4557e-2810-51de-b706-584594388f53.html
Wyoming,Cheyenne,"On Friday evening, May 29, about 125 protesters attended a candlelight vigil near the steps of the state capitol.[2] There were protests held on May 30 and 31.[3]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Wyoming,https://www.wyomingnews.com/news/local_news/inexcusable-candlelight-vigil-remembers-george-floyds-death/article_186eecd7-bfe9-59d9-bb44-48c92e49bf9a.html	https://www.wyomingnewsnow.tv/content/news/Two-peaceful-protests-in-downtown-Cheyenne-amid-national-riots-570907701.html
Wyoming,Cody,"On June 7, hundreds of protesters gathered in City Park, where they were surrounded by armed ex-police and military officers, but with no active police presence. The protesters held a moment of silence to honor George Floyd before marching peacefully around the park.[4]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Wyoming,https://www.kulr8.com/news/hundreds-gather-in-cody-for-black-lives-matter-rally/article_55ac8706-a91c-11ea-9382-abeb64819f42.html
Wyoming,Gillette,Approximately fifty people held a protest on June 2.[5],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Wyoming,https://www.wyomingbusinessreport.com/industry_news/government_and_politics/laramie-gillette-rock-springs-see-protests-over-floyd-death/article_44bda9a6-a5b2-11ea-aaa2-e742ab7a8a6e.html
Wyoming,Jackson,Over 150 people protested peacefully at Town Square on May 31.[6],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Wyoming,https://www.jhnewsandguide.com/jackson_hole_daily/local/town-square-gathering-mirrors-national-protests-of-george-floyd-killing/article_3b25685c-bb48-575c-bea0-75873a307ebe.html
Wyoming,Laramie,"Over 100 protesters marched through Laramie on June 2.[5] On June 4, hundreds of protestors walked the streets of downtown Laramie, with more events planned throughout the upcoming week.[7]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Wyoming,https://www.wyomingbusinessreport.com/industry_news/government_and_politics/laramie-gillette-rock-springs-see-protests-over-floyd-death/article_44bda9a6-a5b2-11ea-aaa2-e742ab7a8a6e.html	https://www.wyomingpublicmedia.org/post/hundreds-gather-laramie-protest-police-brutality#stream/0
Wyoming,Riverton,About 100 protesters gathered at a park on June 1.[8],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Wyoming,https://trib.com/news/local/casper/the-latest-protests-in-wyoming/article_d0cf8453-a7ae-5683-8d5c-3c92c10ae7ae.html
Wyoming,Rock Springs,"About 10 people protested peacefully on Dewar Drive.[9][10]  One protested admitted he thought he would be pelted with eggs, but stated that people had been honking their horns or waving their hands to show support.[9]  One protester, however, stated that there was some resistance, and that they were followed after they were done protesting.[10]  On the other side of the street, near the Rock Springs Chamber of Commerce, another protest began with protesters holding signs saying ""All Lives Matter"" and ""Support Our Police.""[9]  One of the protesters claimed that they were not protesting the protestors.[9]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Wyoming,https://www.sweetwaternow.com/peaceful-protest-for-george-floyd-and-police-start-in-rock-springs/	https://torringtontelegram.com/article/laramie-gillette-rock-springs-see-protests-over-floyd-death	https://www.sweetwaternow.com/peaceful-protest-for-george-floyd-and-police-start-in-rock-springs/	https://torringtontelegram.com/article/laramie-gillette-rock-springs-see-protests-over-floyd-death	https://www.sweetwaternow.com/peaceful-protest-for-george-floyd-and-police-start-in-rock-springs/	https://www.sweetwaternow.com/peaceful-protest-for-george-floyd-and-police-start-in-rock-springs/
Wyoming,Sheridan,"On June 5, about 500 people peacefully marched from the Sheridan County Fulmer Public Library to the Sheridan County Courthouse and back in support of Black Lives Matter. There was some animosity with some counter-protesters.[11]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Wyoming,https://www.thesheridanpress.com/news/local/black-lives-matter-peaceful-march-down-main-street/article_c33e81dc-28cb-5dfa-b112-7f9a952013b3.html
Maine,Augusta,"On June 7, over 1,000 protesters marched around Capitol Park and the Augusta Police Department. They also lied down in front of the state house for nine minutes in memory of George Floyd.[1]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maine,https://bangordailynews.com/2020/06/07/news/protesters-at-the-maine-state-house-demand-equality-and-end-to-police-violence/
Maine,Bangor,May 31: A group gathered at the University of Maine to promote a message of racial equality.[2] June 1: Hundreds gathered at the Bangor Public Library and Peirce Park. Harlow Street was closed so the crowd could listen to speakers.[3][4],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maine,https://foxbangor.com/news/item/folks-gather-at-university-of-maine-to-protest-george-floyds-death/	https://bangordailynews.com/2020/06/01/news/bangor/hundreds-protest-george-floyds-death-in-downtown-bangor/	https://bangordailynews.com/2020/06/03/news/portland/portland-sees-largest-and-most-peaceful-crowd-yet-at-george-floyd-rally/
Maine,Belfast,"May 31: Around 200 people gathered at Post Office Square, protesters peacefully gathered. A man tried to drive his car into the group of protesters, however there were no injuries reported.[5]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maine,https://bangordailynews.com/2020/06/01/news/midcoast/tensions-flicker-when-protestors-block-belfast-intersection-at-anti-racism-rally/
Maine,Camden,"June 3: A gathering formed at the Camden Village Green  to express grief and outrage over the killing of George Floyd. Political, religious and law enforcement officials were asked to speak.[6]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maine,https://knox.villagesoup.com/p/1860940
Maine,Caribou,June 1: About 40 protesters marched down Herschel Street in Caribou against the killing of George Floyd.[7],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maine,https://thecounty.me/2020/06/02/news/peaceful-protest-for-george-floyd-held-in-caribou/
Maine,Lewiston,"June 6: Hundreds marched from Gowen Park to the police station where the city's curfew has been called ""unconstitutional"" by the ACLU.[15]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maine,https://www.wmtw.com/article/despite-curfew-hundreds-rally-for-black-lives-matter-in-sanford/32789421
Maine,Portland,"June 4: Roughly 300 people marched from South Portland High School to the South Portland Police station.[16] Organized by students of the high school, several speakers in the community were invited to address the crowd – including the Chief of Police, Timothy Sheehan.",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maine,https://www.pressherald.com/2020/06/04/another-night-of-demonstrations-and-protests-but-this-time-in-south-portland/
Maryland,Background,Maryland has seen a series of George Floyd protests with hundreds to thousands of participants marching in demonstrations statewide.,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,
Maryland,Government,"On May 29, 2020, Maryland Governor Larry Hogan stated thought it was a tragic situation but that it is not ""a fair comparison"" to the death of Freddie Gray.[3] Hogan also said that Donald Trump's ""inflammatory rhetoric isn't going to help.""[4] Marilyn Mosby defended her decision to charge officers in the Gray case after a quick investigation, despite criticism from Michael O. Freeman, the County attorney of Hennepin County, Minnesota.[5]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,https://baltimore.cbslocal.com/2020/05/29/george-floyd-death-maryland-gov-larry-hogan-says-its-not-fair-to-compare-with-freddie-gray-case/	https://baltimore.cbslocal.com/2020/05/29/inflammatory-rhetoric-isnt-going-to-help-gov-hogan-on-president-trumps-tweets-about-george-floyd-protests/	https://baltimore.cbslocal.com/2020/05/29/marilyn-mosby-mike-freeman-freddie-gray-case-george-floyd-investigation/
Maryland,Annapolis,"On May 30, over 100 protesters held a rally and march through Main Street.[7][8] On June 5, approximately 200 people protested at the Alex Haley Memorial outside the Annapolis Market House chanting the names of Floyd and other black Americans killed by police violence.[9]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,https://marylandreporter.com/2020/05/31/floyd-protests-heat-up-reopen-maryland-protests-cool-down/	https://www.capitalgazette.com/photos/ac-cn-george-floyd-annapolis-20200530-ok2nqw5qrjejtgwpi3qwo2zhtq-photogallery.html?fbclid=IwAR1-aTIohqyBbdSw3IQkrD4sO8w6kHDDgeMDS5Kjs0ZzKvVJ7Q-ZUI9E3eU	https://www.capitalgazette.com/news/ac-cn-annapolis-george-floyd-protest-0606-20200605-rt7p2d4jjjgjjnewqjzplhxd4e-story.html
Maryland,Baltimore,"On May 29, protesters at the Inner Harbor blocked traffic on Light Street near 7:00 pm. The demonstration continued to Baltimore City Hall.[11] On May 30, hundreds of protesters gathered outside Baltimore City Hall on Saturday night, for the second night. Protesters were mainly peaceful, with some reports of arrests and a police car window smashed. A car caravan protest also occurred.[12][13]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,https://baltimore.cbslocal.com/2020/05/29/march-held-in-baltimore-to-protest-death-of-george-floyd-derek-chauvin-minneapolis/	https://baltimore.cbslocal.com/2020/05/30/george-floyd-death-protests-baltimore-saturday-latest/	https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-baltimore-protest-george-floyd-20200530-bjz7m3jcdbg2vazznu7nujdqne-story.html
Maryland,Bel Air,"On June 1, teens were hanging racial justice posters when they were accosted by a bicyclist, later identified as Anthony Brennan III by the Maryland-National Capital Park Police.[20][21] In footage of the encounter, the man is seen to grapple with a girl over her posters and to use his bicycle as a weapon to ram the person filming the encounter. Park Police had requested the help of the public in identifying the unknown assailant.  The suspect was arrested and charged with three counts of second-degree assault.[22][23]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,https://www.wusa9.com/article/news/local/maryland/park-police-looking-for-cyclist-assault-attacked-protesters/65-72558f9c-a8f7-4126-8210-c73f0f953df2	https://patch.com/maryland/bethesda-chevychase/biker-who-attacked-students-may-have-been-identified-police-say	https://www.washingtonian.com/2020/06/05/arrest-made-in-bethesda-bike-assault/
Maryland,Bethesda,"On June 2, students from Walt Whitman High School organized a rally of hundreds through downtown Bethesda to protest the death of George Floyd.[24]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,https://www.wusa9.com/article/news/maryland-bethesda-protests-george-floyd/65-45ba836d-e034-47a7-9b5d-13e6930d6760
Maryland,Columbia,"On June 2, thousands of protesters peacefully marched from The Mall in Columbia through downtown in the late afternoon, holding a vigil and reading off the names of victims of police brutality. Calvin Ball III, the Executive of Howard County, was among the protesters.[25]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,https://www.wbaltv.com/article/columbia-annapolis-baltimore-march-for-george-floyd/32747196
Maryland,Germantown,"On May 31, over 100 peaceful protesters marched on the streets of Germantown. Montgomery County police facilitated the protest with some officers taking a knee in solidarity.[26]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,https://patch.com/maryland/germantown/demonstrators-germantown-protest-death-george-floyd
Maryland,Hagerstown,"About 100 people gathered in downtown Hagerstown on May 31 to protest the death of George Floyd. On June 7, another protest with more than 100 protesters marched past The Maryland Theater holding signs and chanting before gathering for speakers at Fairgrounds Park.[27]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,https://www.heraldmailmedia.com/instant/bigger-protest-in-hagerstown-a-very-moving-event/article_f417e518-a915-11ea-b02a-93ed5d8fb5b6.html
Maryland,Leisure World,"On June 2, dozens of Leisure World residents protested along Georgia Avenue while practicing social distancing.[28]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,https://www.nbcwashington.com/news/local/fifth-night-of-dc-protests-over-death-of-george-floyd-underway/2320601/
Maryland,Pokomoke City,"On June 3, protesters marched alongside police offers from the Pocomoke City Police Department. Demonstrators marched from the Pocomoke City Police Department to Cypress Park, where a prayer and vigil honoring George Floyd was held.[29]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,http://www.wboc.com/story/42208250/protest-for-george-floyd-held-in-pocomoke
Maryland,Salisbury,"On June 4, dozens of protesters held a peaceful demonstration in downtown Salisbury to protest the death of George Floyd and demand action from police and city officials.[30]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,https://www.delmarvanow.com/story/news/2020/06/05/protesters-salisbury-george-floyd-death-gather-demand-change/5308176002/
Louisiana,Alexandria,"On May 31, dozens of protesters walked peacefully through downtown Alexandria chanting for ""justice, peace, and equality.""[1] On June 2, another crowd held a protest at the Rapides Parish Courthouse, and on June 3, several hundred protesters marched to the Alexandria Public Safety Complex.[2]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Louisiana,https://www.kalb.com/content/news/Cenla-residents-join-in-Alexandria-for-peaceful-protest-570913621.html	https://www.thetowntalk.com/story/news/2020/06/02/louisiana-george-floyd-protests-alexandria/3126742001/
Louisiana,Baton Rouge,"May 30: A vigil was held at a church.[3] May 31: hundreds marched to the Louisiana State Capitol building.[4] Additional protests took place on Siegen Lane on the evenings of May 31, June 1, and June 2.[5][6][7]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Louisiana,https://www.katc.com/news/covering-louisiana/protests-in-new-orleans-baton-rouge-over-death-of-george-floyd	https://www.theadvocate.com/baton_rouge/multimedia/photos/collection_fc447130-a374-11ea-ba75-13e315745881.html	https://www.theadvocate.com/baton_rouge/news/article_9fce16c8-a3be-11ea-81df-bb86c7ec1bea.html	https://www.theadvocate.com/baton_rouge/multimedia/photos/collection_789e5fd6-a477-11ea-ae85-17835c860bbc.html	https://www.theadvocate.com/baton_rouge/news/article_1ee0197a-a531-11ea-b182-07d56d784d43.html
Louisiana,Houma,"On May 31, 66 protesters gathered at the Terrebonne Courthouse Square and peacefully demonstrated against police killings for three hours.[8]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Louisiana,https://www.houmatoday.com/news/20200531/protest-in-downtown-houma-stays-peaceful
Louisiana,Lafayette,"May 31: Several hundred people peacefully protested at a rally held at the corner of University Avenue and Johnston Street by the campus of the University of Louisiana at Lafayette.[9] After listening to speeches in Girard Hall, the crowd lined the sidewalks for a demonstration before marching to the Lafayette police station at the end of University Avenue.[10]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Louisiana,https://www.theadvertiser.com/story/news/local/2020/05/31/see-crowds-reaction-lafayette-protest-george-floyd-death-ul-university-louisiana-lafayette/5299732002/	https://www.stmarynow.com/news-local-state/south-louisiana-joins-protests-against-brutality
Louisiana,Lake Charles,May 31: About 300 people attended a peaceful protest rally at the corner of Broad Street and Enterprise Boulevard.[11],https://en.wikipedia.org/wiki/George_Floyd_protests_in_Louisiana,https://www.kplctv.com/2020/05/31/peaceful-protest-planned-lake-charles/
Louisiana,Monroe,"May 31: Hundreds of people gathered peacefully for a rally at the Monroe Civic Center, organized by the local NAACP chapter. After hearing some speeches, about half of the attendees left on an unplanned march through the downtown area and in front of the Ouachita Parish Courthouse.[12]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Louisiana,https://www.knoe.com/content/news/Hundreds-gather-for-Monroe-peaceful-protests-in-support-of-George-Floyd-570914271.html
Kentucky,Bowling Green,"People protested outside the Bowling Green Police Department the evening of May 29.[4] During the protest, a 24-year-old man hit a protester with his pickup truck and was arrested;[4] police stated that he ""had plenty of room... to avoid hitting protesters,"" and that when they asked if his vehicle had hit the protester, the man replied, ""Probably so, there were protesters blocking the fucking road, they deserved to be hit, anyone would.""[4] He was arrested, charged with wanton endangerment in the first degree (a felony in Kentucky), and taken to Warren County Regional Jail.[4][5]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Kentucky,https://www.wbko.com/content/news/Black-Lives-Matter--570884001.html	https://www.wbko.com/content/news/Black-Lives-Matter--570884001.html	https://www.wbko.com/content/news/Black-Lives-Matter--570884001.html	https://www.wbko.com/content/news/Black-Lives-Matter--570884001.html	https://definitions.uslegal.com/w/wanton-endangerment/
Kentucky,Corbin,"About 140 people attended a peaceful protest on June 4, with some hecklers calling the group ""race traitors"" and displaying the Confederate flag.[6]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Kentucky,https://www.kentucky.com/news/state/kentucky/article243341051.html
Kentucky,Covington,"Dozens attended an ""uneventful"" protest happened on May 31. City officials enacted a curfew.[7]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Kentucky,https://www.rcnky.com/articles/2020/05/31/photos-protest-outside-covington-police-headquarters
Kentucky,Elsmere,"On June 6, hundreds of protesters walked for two miles along Dixie Highway to the Elsmere Police Department to support George Floyd and Breonna Taylor.[8]",https://en.wikipedia.org/wiki/George_Floyd_protests_in_Kentucky,https://www.cincinnati.com/story/news/2020/06/07/black-lives-matter-kentucky-northern-elsmere-erlanger-protest/3154941001/
